"opponent","opp_type","site","half_no","poss_type","hc_pt_touch","PtTouch_0","PtTouch_1","PtTouch_2plus","hc_passes","Passes_0to3","Passes_4to6","Passes_7plus","hc_points","hc_reversal","t_passes","TPasses_0to1","TPasses_2plus","t_points"
"ECU","c","away",2,"halfcourt",0,1,0,0,2,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"ECU","c","away",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,3
"ECU","c","away",2,"halfcourt",2,0,0,1,8,0,0,1,0,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,8,0,0,1,3,1,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,3,1,0,0,0,0,NA,NA,NA,NA
"ECU","c","away",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2
"ECU","c","away",2,"halfcourt",1,0,1,0,2,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,8,0,0,1,3,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",2,0,0,1,2,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",1,0,1,0,6,0,1,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",1,0,1,0,3,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,4,0,1,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",2,0,0,1,3,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,4,0,1,0,0,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,0,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,0,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,1,1,0,0,2,0,NA,NA,NA,NA
"ECU","c","away",2,"halfcourt",0,1,0,0,0,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",1,0,1,0,10,0,0,1,0,1,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2
"Temple","c","neutral",1,"halfcourt",2,0,0,1,2,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,6,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,6,0,1,0,3,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",1,0,1,0,2,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2
"Temple","c","neutral",1,"halfcourt",1,0,1,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",1,0,1,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,6,0,1,0,3,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",2,0,0,1,11,0,0,1,0,1,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0
"Temple","c","neutral",1,"halfcourt",0,1,0,0,4,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"Temple","c","neutral",1,"halfcourt",1,0,1,0,7,0,0,1,2,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,4,0,1,0,0,1,NA,NA,NA,NA
"Temple","c","neutral",1,"hybrid",2,0,0,1,2,1,0,0,1,0,1,1,0,0
"Temple","c","neutral",1,"halfcourt",0,1,0,0,8,0,0,1,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",1,0,1,0,6,0,1,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",2,0,0,1,2,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",1,0,1,0,4,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2
"Temple","c","neutral",1,"halfcourt",2,0,0,1,7,0,0,1,3,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,2
"Temple","c","neutral",1,"halfcourt",3,0,0,1,8,0,0,1,0,0,NA,NA,NA,NA
"Temple","c","neutral",1,"halfcourt",0,1,0,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,6,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,8,0,0,1,0,1,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,9,0,0,1,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",2,0,0,1,5,0,1,0,3,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,6,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,4,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,6,0,1,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,14,0,0,1,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,7,0,0,1,0,1,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,3,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",2,0,0,1,3,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0
"Temple","c","neutral",2,"halfcourt",1,0,1,0,3,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,4,0,1,0,3,1,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
"Temple","c","neutral",2,"halfcourt",1,0,1,0,3,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,4,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,3,1,0,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",3,0,0,1,2,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,5,0,1,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,5,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,2,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,4,0,1,0,0,0,NA,NA,NA,NA
"Temple","c","neutral",2,"hybrid",1,0,1,0,0,1,0,0,2,0,3,0,1,0
"Temple","c","neutral",2,"halfcourt",1,0,1,0,1,1,0,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",1,0,1,0,4,0,1,0,2,0,NA,NA,NA,NA
"Temple","c","neutral",2,"halfcourt",0,1,0,0,4,0,1,0,3,0,NA,NA,NA,NA
"Temple","c","neutral",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2
"Temple","c","neutral",2,"transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"Temple","c","neutral",2,"halfcourt",0,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA
